Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Apex Systems
3.9","TEKsystems, Insight Global, Accenture",1995,"Glen Allen, VA",Staffing & Outsourcing,"Job Description


Job #: 1068351

Our client is seeking a skilled Data Scientist to assist with a data encryption project. This project involves un-encryption of data to access for regulatory reporting, and re-encryption after reporting is complete. This includes re-writing all models and reports that use this data and inserting code into the models. Analysis of reports and data to identify any patterns of fraud or similar activities will be required.

Successful candidates will have the following:
8+ years of experience in one or a combination of the following: reporting or analytics; or 4+ years previously mentioned experience with a Master’s degree or higher that has a quantitative focus such as applied mathematics, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis
4+ years of SAS or SQL experience
4+ years of data warehousing experience

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178.",Data Scientist,"San Francisco, CA",3.9,₹100 to ₹500 billion (INR),$114K-$183K (Glassdoor Est.),Business Services,1001 to 5000 employees,Subsidiary or Business Segment
Evolvinc,-1,2005,"Los Angeles, CA",IT Services,"Our entertainment company is seeking a Data Scientist to join our team! This is a critical role specializing in the application of machine learning methods to meet optimization and efficiency. The Data Scientist will work closely with engineering and business partners and collaborate across teams to resolve issues and provide automated solutions for our products.

We utilize and develop cutting-edge technology to deliver high-end and creative content on a global scale. We work across multiple platforms to transform how we see media. The ideal candidate will possess all of the required skills listed below and more! They will demonstrate excellent interpersonal and communication skills and adhere to the standards of quality and excellence at our company's core.

Please, only apply if you are able to work directly for a U.S. company for the next three years. We are not currently able to work with C2C, H1, or OPT for this position.

Duties & Responsibilities:
Reframe objectives as machine learning tasks.
Productively implement and execute machine learning.
Demonstrate how models and systems work for stakeholders.
Collaborate with other teams to create data-based products.
Process and verify data used for analysis.
Improve data collection procedures to develop better ML models.
Create automated anomaly detection systems and track performance.
Develop prototype solutions, mathematical models, algorithms, machine learning techniques, and analytics to support analytic visualization of complex data sets.
Provide recommendations to drive KPIs established by product, marketing, operations, PR teams, etc.
Explore new experimental methods and statistical techniques that will sharpen the product decision-making process.
Develop and deploy testing hypotheses and analyze test results.
Provide necessary analytical rigor to ensure date quality, consistency, and accuracy of insights.
Participate in an Open Source learning environment.
Qualifications:
5+ years of experience in Data Science.
Bachelors degree in Computer or Data Science.
Experience with ML frameworks (TensorFlow, SparkMLlib, Apache Mahout, PySpark, Torch, Caffe, H2o, etc.).
Ability to deliver machine learning techniques in real-time applications.
Expertise in modern statistics, data science, and machine learning.
Expertise in a statistical programming language (Python and R) and data access tools (SQL).
Knowledge and experience with classic statistical modeling techniques (ogistic regression, CART, K-means clustering) and machine learning algorithms (gradient boosting, neural networks, random forest).
Able to handle large, ambiguous streams of data across different formats and entry points.
Experience processing large datasets and cloud environments (AWS, Snowflake and Big Data technologies (Hadoop, Spark).
Ability to develop high value features.
Experience deploying models in real-time environments.
Able to present data science results to clients.
Experience with Apache Spark MLlib, Apache Spark GraphX, and Scala/Java, preferred.
Powered by JazzHR",Data Scientist,"Burbank, CA",-1,Unknown / Non-Applicable,$114K-$183K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"ByteDance
3.9",-1,2012,"Beijing, China",Internet,"Data Scientist, Networking
Mountain ViewR&DExperienced
Responsibilities
We are looking for candidates with strong networking background, solid data analysis and software development skills, who can utilize data-driven techniques in building solutions to help manage, scale and optimize Bytedance's networking infrastructure.t
Interact with teams (both internal/external to networking) to understand use cases and define specific requirements for networking data analysis;
Develop scalable software pipeline for collection and aggregation of a vast amount of data retrieved from underlying networking systems, including but not limited to network resource usage, traffic statistics, device operation status, etc., and make the data universally available for both real-time and retrospective/forensic analysis use cases;
Develop analytical models to extract statistical properties and causality from and between networking events;
Continuously make recommendations/predictions based on results derived to optimize networking system efficiency and improve underlying networking infrastructure's availability.
Qualifications
1. Bachelor's degree or above in Mathematics, Statistics, Physics, Computer Science, Electrical Engineerings; the master or Ph.D. degree with networking research experience is a plus;
Strong networking and distributed system background with a solid understanding of common protocols, network monitoring techniques such as sFlow, SNMP, etc; experience in large scale networking system development is a plus;
Hands-on experience handling terabyte size datasets, applying statistics and machine learning techniques and algorithms, using visualization tools to present data;
Master of at least one of the mainstream coding languages including Python, Java, R, Scala, Go, C++, etc, and capability to read and understand others;
Great verbal and written communication skills.
Apply
Share to","Data Scientist, Networking","Mountain View, CA",3.9,Unknown / Non-Applicable,$114K-$183K (Glassdoor Est.),Information Technology,10000+ employees,Company - Private
"Impaq International, Llc
3.3",-1,2001,"Columbia, MD",Consulting,"Overview

IMPAQ International, a growing and dynamic social science research firm, provides high-quality research and impact evaluation services, policy analysis, survey research, technology solutions, organizational development, technical assistance and consulting services to U.S. and international government agencies, foundations, and the private sector. IMPAQ's mission is to bring together exceptional people to develop innovative and rigorous approaches to evaluate the real-world impact of social policies and programs. IMPAQ offers five locations: our Corporate Headquarters in Columbia, Maryland, rated one of America's Best Small Cities; Downtown Washington, D.C., Boston, Massachusetts, Seattle, Washington and a Bay Area office in Oakland, California. IMPAQ has a diverse and collegial work environment and is an Equal Opportunity/Affirmative Action Employer (M/F/Disability/Veterans).

The Data Scientist will be a member of IMPAQ Health supporting business and technical managers and providing expertise in the field of data science to support health-focused projects. The ideal candidate will demonstrate strong problem solving skills and experience in quantitative data analysis, including statistical analysis, modeling, producing data visualizations, translating of data analysis to report writing and presentations and performing quality assurance on the output datasets.

Applicants must be currently authorized to work in the U.S. on a full-time basis. Employment-based visa sponsorship (including H-1B sponsorship) is not available for this position.

Responsibilities
Identifying, collect, analyze, and maintain data to evaluate issues that support engineers,
Designing and implement a comprehensive quality assurance plan, including scope and strategy,
Assist in the management and monitoring of multiple tasks simultaneously to ensure goal attainment,
Recommend, communicate, and implement solutions to identified problems/root cause of data issues, and
Communicate results of analysis to Project Manager and clients via reports/presentations.
Qualifications

Education, Knowledge and Experience
Bachelor's Degree in Economics, Public Health, Public Policy, Information Systems, Engineering, Data Science, Math, Statistics or other related field is required,
Master's Degree or Ph.D. in related field preferred,
Five (5) or more years of experience in related field,
Proficiency in using SQL, SAS, R, and/or Python to collect, analyze, manage and report data,
Experience using administrative claims data or health insurance claims data and topic areas such as Medicare, Medicaid, and other public health insurance programs,
Experience with quantitative analysis of data, interpretation of findings, and conducting logic QA/testing,
Understand and apply statistical inference,
Strong knowledge and use of existing software packages (PowerPoint, Excel, Word, etc),
Strong communication skills are required to understand, interpret, and communicate ideas and present issues/solutions clearly,
Strong analytical, organizational, planning and problem-solving skills,
Familiar with data visualization techniques, and
Familiar with machine learning, text analytics, and/or predictive modeling.",Data Scientist - Federal Health Programs,"Oakland, CA",3.3,₹5 to ₹10 billion (INR),$114K-$183K (Glassdoor Est.),Business Services,201 to 500 employees,Company - Private
"WB HR Services
3.9",NBCUniversal,1923,"Burbank, CA",Film Production & Distribution,"The Job

We are looking for a talented data scientist to join our Workforce Analytics function and will be responsible for predictive modeling and analysis of workforce data, to support our HR team to meet their goals and objectives.

As a data scientist, you are expected to formulate the questions that will help business and then proceed in solving them, and make independent decision on what tools, technology, methodology to apply to the work. You are also expected to build statistical models and advanced programming based on the business understanding. Data scientist is a someone who combines business understanding, data handling, programming, and data visualization skills to drive better business results.

The Daily
Responsible for developing statistical and machine learning solutions to identify WB overall and cross-business unit talent opportunities.
Designing and implementing solutions utilizing a large array of know-how areas within analytics e.g. generalized regression, decision tree, non-parametric; and machine learning, e.g., gradient boosting, random forest, neural networks, clustering, pattern recognition.
Communicate and present findings and recommendations to senior leadership team with WB, i.e. CHRO, HRLT, CFO.
Provide input and guidance to the acquisition of data, partner opportunities and analytical competencies to strengthen Workforce data related capabilities.
Provide guidance and assign work to junior data analysts.
The Essentials
Bachelor or higher degree in engineering or quantitative discipline, or equivalent combination of training and work experience.
Minimum 2 years of Experience in advanced data mining techniques and tools such as R and Python, and familiar with manipulating large-scale structured and unstructured data.
Minimum 1 year of experience with data visualization tools such as Tableau or Power BI.
Proficient with statistics, data modeling, and analysis.
Experience with SQL, relational database, database management.
Experience in transforming goals/requests into a visual story to help end users identify areas of strength and opportunities for improvement.
Consulting experience with a management consulting/software company preferred.
Experience in HR system transactions preferred.
Experience in process improvement, and finance/accounting preferred.
Proven analytical skills with strong attention to detail.
Strong technical aptitude and ability to learn quickly through instruction and self-training.
Understands the functional and technical details, but can think strategically.
Can be effective across disparate environments and work teams.
Ability to manage priorities across different projects.
Advanced skills in data analysis using database, spreadsheet, reporting software.
Strong leadership and communication skills.
Strong interpersonal & relationship building skills.
Excellent time and project management skills with the ability to work efficiently under tight deadlines.
Comfortable in a dynamic environment. Able to identify needs, develop a plan of action and implement.
Comfortable with ambiguity.
Self-starter who can think creatively and look for/develop elegant & viable solves for real world problems.
Utilize discretion and judgment to maintain confidentiality of sensitive data.
Desire to constantly improve and learn.
Ability to work on a diverse scope of projects requiring detailed data analysis.
Must be a supportive team member as an active participant and contributor.
Must have an exploratory mindset.
Must be solution oriented with the flexibility to work in a dynamic environment.
Must have excellent time management skills to perform in a fast-paced, high pressure, high volume environment.
Must have strong interpersonal skills with excellent written and verbal communication skills.
Must have strong attention to detail (excellent quality of deliverables).
Must have the ability to tailor communication and messaging with varying levels of the organization.
Must be able to reason through issues and resolve problems and work well under time constraints.
Must be a team player and be flexible.
Must be a motivated, confident self-starter.
Requisition #
176093BR

Area of Interest
Human Resources

Industry
Film Production and Distribution

Location
United States - California - Burbank

Position Type
Full Time

Business Unit
WB HR Services

Business Unit Overview
HR Services provides payroll, travel and expense, human resources, HRIS, IT and benefits administrative services to the Warner Bros. Entertainment Group of Companies.

Company Overview
WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Now, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others.

Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.","Data Scientist, Workforce Analytics","Burbank, CA",3.9,₹500+ billion (INR),$114K-$183K (Glassdoor Est.),Media,5001 to 10000 employees,Company - Public
"Facebook
4.5","Google, Microsoft, Apple",2004,"Menlo Park, CA",Internet,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebooks infrastructure organization. We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebooks infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.This position has a 16-week duration beginning in August 2020. All candidates should be able to commit to a consecutive 16-week timeframe for successful completion of the program. At the end of the term, those who have demonstrated their abilities to succeed and make an impact at Facebook will be considered for a full-time position. Candidates are encouraged to apply early!This program is open to all candidates who have been out of the workforce for 2 years of longer. This is a 16-week position based in Menlo Park, CA; Seattle, WA; and Boston, MA.

Responsibilities:

Build pragmatic, scalable, and statistically rigorous solutions to large-scale web, mobile and data infrastructure problems by leveraging or developing state-of-the-art statistical and machine learning methodologies on top of Facebook's unparalleled data infrastructure
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations
Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models
Leverage tools like Python, R, Hadoop & SQL to drive efficient analytics
Communicate final recommendations and drive decision making
Mininum Qualifications:

Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field)
2+ years of industry or graduate research experience solving analytical problems and building models using quantitative, statistical or machine learning approaches
Experience with Machine Learning, Statistics, or other data analysis tools and techniques
Experience performing data extraction, cleaning, analysis and presentation for medium to large datasets
Experience with at least one programming language (i.e. Python, R, Java, or C++)
Experience writing SQL queries
Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, Scikit-learn, dplyr, or ggplot2
Experience with statistics methods such as forecasting, time series, hypothesis testing, classification, clustering or regression analysis
Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2
Preferred Qualifications:

Advanced degree (Masters or PhD or Equivalent experience) in quantitative field
Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.)
Proficiency in algorithmic complexity
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.","Return to Work - Research Data Scientist, Infrastructure Strategy","Menlo Park, CA",4.5,₹500+ billion (INR),$114K-$183K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"Lightup Data, Inc.",-1,-1,-1,-1,"Lightup enables data-driven businesses to achieve their full potential. Modern businesses are dealing with unprecedented volumes of real-time data, operating in environments that are constantly changing internally and externally. To get the most out of data-driven operations, businesses need the ability to continuously measure the performance of their data-driven operations at fine granularity across the entire pipeline. Lightup is enabling businesses to continuously track vitals of their data-driven operations at the finest granularity, catch problems before their customers do, and fix them before they impact business.

The founding team brings together a unique combination of experience in big data, stream processing and rigorous statistical signal processing - crucial for building a data stability platform. We have over three decades of industry experience in multiple game changing startups and industry stalwarts like Google, GlobalFoundries and VMware. Lightup is funded by Andreessen Horowitz (a16z) and Spectrum28.

Lightup is looking for systematic stats cats
Masters or PhD in a quantitative discipline (e.g., Statistics, Mathematics, EE, Physics, Computer Science) or equivalent practical experience.
2 years of work experience in data science / analysis related fields

You are well-versed in the following:
Statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods
Statistical software like R, Python Pandas, MATLAB
Applied experience with machine learning on large datasets
Understand engineering performance requirements and translate that to implementation

You also have some experience in:
Ability to use Spark (PySpark, SparkSQL) to run data analysis quickly.
Articulating and translating business questions and using statistical techniques to arrive at an answer using available data.
Striking a balance between statistical rigor and practicality; mastery of deep theory and love for simple stats
Designing model performance validation schemes and dealing with lack of labeled data
Instrumenting data-driven pipelines for continuous accuracy validation
Setting up data experiments and A/B tests in production setting

You might also have experience in:
Database query language like SQL
Work with streaming data pipelines like Kafka, Flink.
Knowledge and experience with Tensorflow, Pytorch etc.
Understanding of AI/ML techniques

Non-technical attributes:
Demonstrated leadership and self-direction.
Willingness to both teach others and learn new techniques.
Demonstrated skills in selecting the right statistical tools given a data analysis problem.
Effective written and verbal communication skills.
Ability to navigate under ambiguity.",Stats Cat (Founding Statistician / Data Scientist),"Mountain View, CA",-1,-1,$114K-$183K (Glassdoor Est.),-1,-1,-1
"TECHNOCRAFT Solutions
3.6",-1,-1,"Hilliard, OH",Advertising & Marketing,"Position: Data Scientist

Location: San Ramon, CA â must work onsite

Position Type:ÂDirect-hire - Full-time
Interview: Phone then face to face

Salary range: $130K - $170K

Â

<u>
Build complex Data Science solutions for various Enterprise initiatives.
Design and build predictive models for increasing operational efficiency
Implement Machine Learning and statistics-based algorithms for prediction and optimization
Build and maintain code as part of ETL process. Load data to and from SQL databases and Azure Data Lake Storage
</ul>

<b>Required skills
5+ years of experience as a Data Scientist, preferably in Big Data Environment
2+ years of programming experience in Java/Scala and/or Python
AZURE stack (ADLS, Data Factory, Databricks)
SQL & database experience
Bachelorâs degree in computer science or related field",Data Scientist,"San Ramon, CA",3.6,₹100 to ₹500 million (INR),$114K-$183K (Glassdoor Est.),Business Services,1 to 50 employees,Company - Private
"Cogitativo
5.0",-1,-1,"Berkeley, CA",-1,"Senior Data Scientist

Senior Data Scientists on our team partner with product managers, SMEs and our clients to form a cross-functional team driving optimization of precious healthcare resources.

We are looking for strong, enthusiastic data scientists to join the team focusing on value creating products. With access to more than 55 million consumer healthcare datasets, our Data Scientists rely heavily on insights gained from data to guide feature development and metrics to detect optimization opportunities and improvements in healthcare delivery. The clarity and insights that our team provides enables our clients to quickly extract value from our collective efforts.

Job responsibilities include:

Inform product strategy, influence the product roadmap, and guide product decisions by:
Accessing and analyzing rich healthcare data to generate insights and make proactive recommendations.
Formulating success metrics for optimizing healthcare resources and patient experience, creating visualization to monitor them.
Designing and analyzing experiments to test new ideas for optimizing improving our clients precious resources.
Developing models and data-driven solutions that add material insight to our clients understanding of their business and their business environment
Cogitativo's data is amazingly rich and provides a fantastic opportunity for Data Scientists to explore and create, ultimately developing ways to improve our healthcare system.

You'll have the opportunity to work with some of the best data people anywhere in an environment that truly values data-driven decisions.

Required qualifications include:
Minimum five years' experience as a Data Scientist
PhD or Masters in a quantitative discipline: Computer Science, Statistics, Applied Mathematics, Operations Research, Engineering
Working knowledge of health care systems and healthcare terminology
Expert in analyzing large complex, multi-dimensional data sets with a variety of tools
Ability to thrive and demonstrate constant applied learning in highly complex, interdisciplinary, and dynamic work environment
Strong programming experience in R, or Python
If you're up to making an impact on humanity and this position sounds like an attractive match for you; contact us!",Senior Data Scientist,"Berkeley, CA",5.0,₹50 to ₹100 million (INR),$114K-$183K (Glassdoor Est.),-1,1 to 50 employees,Private Practice / Firm
"Flexton
4.0",-1,2007,"San Jose, CA",IT Services,"Job TITLE: Data Scientist

Location: Santa Clara, CA

Term: Full Time

Skill: We are looking for a Data Scientist who has passion for data and can help us make smarter decisions to deliver even better products by discovering hidden information in vast amount of data. Primary focus will be on improving customer business outcomes through optimization and applying data-mining techniques, doing statistical analysis and building high quality prediction systems. Strong verbal and written communication, thoroughness and self-check personality are critical for success in this role.

• Build statistical & predictive analytics models that can be translated into various product strategy and marketing decisions
• Deep dive into data, understand hidden patterns and trends, build prediction models.
• Perform data analysis, gap analysis and drive to enhance data collection procedures by coordinating with the product team
• Coordinate with the infrastructure team for prediction model integration and to establish feedback loops thru machine learning and recalibration.
• Perform various analyses: sentimental analysis, market bucket analysis, cohort analysis, churns analysis.
• Build & monitor visually appealing real-time dashboards, as well as, develop Splunk queries & Splunk custom inputs.
• Drive for success across teams and customers
• Maintain and manage SLA
• Analyze individual issues in the context of overall platform to proactively identify larger problems
• Documentation of issues, resolutions and processes
• Contribute in data engineering efforts
• Coordinate and collaborate with development team to remain current on code and technology

Experience: • 4+ years of strong experience in Predictive Analysis, Machine Learning & Statistical Modeling using languages like Python, R, Ruby
• 5+ years of strong SQL and RDBMS experience
• 2+ years of strong experience of programming in languages like Python, C++, Java, Ruby
• 2+ years of experience working with AWS including services like RDS, Redshift, DynamoDB, Postgress, data pipeline
• 2+ years of experience in data visualization such as D3.js etc.
• 1+ years of experience working with cloud and web technologies including XML, JSON, HTML5, Web frameworks (Django, Flask), Elastic Search
• Experience with Splunk
• Experience with data analysis
• Desire and ability to learn new technologies
• Good applied statistics skills, such as distributions, statistical testing, regression, etc.
• Strong written and verbal communications skills
• Experience working with off-shore teams
• Passion of data and data driven decisions

Education: BIG PLUS:

• Experience with map-reduce paradigm with hadoop-hive environment
• Experience with NoSQL databases, MongoDB, Cassandra, HBase, Redis, Unstructured data
• Any type of contribution to open source community
• Experience with reporting tools Tableau, Pentaho BI
• Experience with ETL and Data-Warehouse",Data Scientist,"Santa Clara, CA",4.0,₹1 to ₹5 billion (INR),$114K-$183K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"GoodRX
4.6",-1,2011,"Santa Monica, CA",Biotech & Pharmaceuticals,"At GoodRx, we believe that all Americans should have access to convenient and affordable healthcare. As a nation, we spend about $3.5 trillion annually on our healthcare, but too many Americans don't get the care they need, and prices just keep rising. We started with prescriptions, and we've helped over 100 million Americans save over $15 billion to date. Now, we're aiming to tackle all of healthcare. GoodRx is a profitable business funded by top-tier investors; we're based in Santa Monica with additional offices around the country. We're a low-key and tight-knit group that likes to find new ways to fix problems. If you share our belief that you can do well by doing good, let's talk.About the RoleGoodRx is looking for self-driven and motivated Data Scientists who bring diversity and add new perspectives to our growing team. We are seeking someone with the curiosity to discover questions and subsequently answer them. This individual will have a deep understanding of statistical modeling, a solid mathematical foundation, and strong communication skills. If you join us, you will be a primary technical contributor on advanced projects across product and marketing in areas such as customer retention, engagement, recommendation systems, and pricing.Responsibilities:* Build predictive models using statistical and machine learning techniques such as linear/logistic regression, clustering, random forests, and probabilistic graphical models (PGMs)* Collaborate with product and marketing to translate business needs into suitable models that improve our interactions with our customer base* Provide mentorship to analysts and advise stakeholders looking to ensure rigor in analyses* Extract insights from data to improve our understanding of the user journey and the effectiveness of product decisions and marketing* Partner with adjacent teams to improve data consistency and deploy models to productionSkills & Qualifications:* 5+ years of work experience in data science and/or analytics with meaningful contributions that move the needle; ecommerce/healthcare experience a plus* Bachelor's degree in a quantitative field; advanced degree a plus* Strong engineering skills; knowledge of Python, RedShift/BigQuery, PostgreSQL, and/or Hadoop/Spark, Jupyter notebooks* Experience with statistical tools and languages (e.g. pandas, numpy, scikit-learn, tensorflow, etc.)About GoodRxGoodRx is the country's leading marketplace for affordable and convenient healthcare. The company offers the most comprehensive and accurate resource for prescription medications in the U.S., gathering pricing information from thousands of pharmacies coast to coast. More than 12 million consumers use GoodRx each month to find current prices and discounts for their medications. Since 2011, Americans with and without health insurance have saved more than $15 billion using GoodRx - more than $5 billion in 2019 alone. With GoodRx Care, Americans can get an online medical visit with a skilled physician for fast and easy treatment, prescriptions, and lab tests for routine medical issues. GoodRx is the #1 medical app on the iOS and Android app stores and tens of thousands of doctors recommend GoodRx to their patients. For more information, visit www.goodrx.com.",Senior Data Scientist,"Santa Monica, CA",4.6,Unknown / Non-Applicable,$114K-$183K (Glassdoor Est.),Biotech & Pharmaceuticals,201 to 500 employees,Company - Private
"Activision Blizzard
3.4",-1,1979,"Santa Monica, CA",Video Games,"Job Title:
Data Scientist, Live Ops Analytics
Requisition ID:
R001648
Job Description:
Job Title: Data Scientist, Live Ops Analytics

Reporting To: Manager, Live Ops Analytics

Department: Global Analytics

Location: Santa Monica, CA

Your Platform

Founded in 1979, Activision has continuously disrupted the world of entertainment as a leader in the videogame industry. With a history of delivering iconic game changers -- like Pitfall®, Tony Hawk®, Guitar Hero®, Crash Bandicoot, Skylanders and Call of Duty® -- our obsession is delighting our players around the globe. Focused and committed to innovation, we consistently deliver the most beloved, engaging and successful entertainment.

And while we have world-class franchises, infrastructure and resources, our success comes from a passionate, talented and diverse team of people producing greatness together. So, if youre interested in our biggest priority, its our people.

Were currently driving the next era for our company and community by creating amazing experiences for fans and continuing to make Activision an inclusive place where everyone can thrive.

Join us, make history. To learn more, check us out at www.activision.com, https://blog.activision.com or @Activision on Instagram, Twitter, Facebook and LinkedIn.

Your Mission

The Live Ops Analytics Team is adding a talented Data Scientist. As part of the team, your mission is to put science into decision making.

Priorities can often change in a fast-paced environment like ours, so this role includes, but is not limited to, the following responsibilities:
Proactively perform data exploration to understand player behavior and identify opportunities for improving in-game features
Partner with cross functional teams to prioritize areas of opportunity to drive engagement and monetization, and enable easier experimentation
Develop novel analytics to qualitatively deduce and draw conclusions from player behavioral data that directly influences game design, play balance, retention of our live titles
Partner with studio and engineering teams to ensure smooth and timely instrumentation of gameplay and mtx measures
Develop and monitor operational metrics to track the health of a live multimillion-dollar service business
Measure the impact of features, promotions, store offerings, and events through experimentation and causal inference to fuel recommendations
Democratize and socialize learnings by contributing to a centralized repository that informs future game design, and is carried across titles and franchises
Player Profile

Minimum Requirements:
Competently defines execution plans, and suggest projects for prioritization
Effectively manages own time and stakeholder expectations
Fosters relationship with our stakeholders and partner teams to increase our sphere of influence
Contributes to company learnings and proactively documents results
Participates in feedback conversations with supervisor and peers, and can adapt approach when needed
Drives measurable engagement and revenue impact through analysis and statistical models
BA/BS degree required with technical focus (Statistics, Econometrics, Computer Science, Physics, Engineeringor a related quantitative field); MS/PhD a plus
1+ years total experience in analytics
Strong technical skills with SQL, R/ Python for data analysis; demonstrated programming skills either in data science or software development settings a plus
Experience with distributed analytic processing technologies (Spark, Presto, Hive)
Understanding of AB testing, experimentation, and causal inference methodologies
Experience with predictive and prescriptive modeling a plus
Skilled at deriving narrative from data and communicate the results effectively
Good product sense, with a solid understanding of user engagement and monetization strategies in gaming, entertainment/ecommerce service providers, or mobile apps a plus
Our World

Activision Blizzard, Inc. (NASDAQ: ATVI), is one of the world's largest and most successful interactive entertainment companies and is at the intersection of media, technology and entertainment. We are home to some of the most beloved entertainment franchises including Call of Duty®, World of Warcraft®, Overwatch®, Diablo®, Candy Crush and Bubble Witch. Our combined entertainment network delights hundreds of millions of monthly active users in 196 countries, making us the largest gaming network on the planet!

Our ability to build immersive and innovate worlds is only enhanced by diverse teams working in an inclusive environment. We aspire to have a culture where everyone can thrive in order to connect and engage the world through epic entertainment. We provide a suite of benefits that promote physical, emotional and financial well-being for Every World - weve got our employees covered!

The videogame industry and therefore our business is fast-paced and will continue to evolve. As such, the duties and responsibilities of this role may be changed as directed by the Company at any time to promote and support our business and relationships with industry partners.

Activision is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, gender expression, national origin, protected veteran status, or any other basis protected by applicable law and will not be discriminated against on the basis of disability.","Data Scientist, Live Ops Analytics","Santa Monica, CA",3.4,₹500+ billion (INR),$114K-$183K (Glassdoor Est.),Media,10000+ employees,Company - Public
"Apple
4.1","Google, Microsoft, Samsung Electronics",1976,"Cupertino, CA",Computer Hardware & Software,"Posted: Jun 2, 2020
Role Number:
200173544
Great battery life and device performance are critical for Apple products. Would you like to help with quantitative analysis of high dimensional data to draw insights that would impact hundreds of millions of users? Does the idea of developing software to analyze battery life and system performance excite you? If this describes you, we would love to hear from you!
Key Qualifications
- Strong statistical analysis skills
- Experience with data analytics and visualization
- Strong coding skills and software development experience
- Strong analytical thinking to solve challenging problems
- Self-motivated and able to work independently
- Excellent spoken and written communication skills
Description
We're looking for a motivated and agile data scientist with excellent analytics, software development, problem solving and communication skills. You will need to analyze high dimensional data to derive meaningful insights. You will also be developing software and analytics infrastructure for streamlined analysis of large datasets. To be successful in this role, you must have a strong foundation in statistical analysis and the ability to apply it to real world problems to draw sound conclusions. You must also have a strong software engineering background and be able to write production level code. As a member of this team, you will have the opportunity to provide meaningful insights to teams across Apple on a broad range of products.
Education & Experience
M.S. or Ph.D. in Computer Science, Electrical Engineering, Applied Mathematics, Statistics, or equivalent

Preferred skills and experience:
- Experience with statistical packages in R, Python or MATLAB
- Experience with programming languages like C, C++ or Java
- Proficiency in MapReduce technologies such as Hadoop, Hive and Pig
- Strong system level understanding","Data Scientist, Power & Performance","Santa Clara, CA",4.1,₹500+ billion (INR),$114K-$183K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
